volid,dateused,pubdate,birthdate,firstpub,gender,nation,allwords,logistic,realclass,trainflag,author,title,genretags
njp.32101021206436,1901,1901,1866,1901,m,uk,12.60904581,0.999759334,1,1,"Wells, H. G.",The first men in the moon,teamblack | anatscifi | locscifi
uc1.32106001959946,1904,1904,1866,1904,m,uk,13.07700789,0.990610552,1,1,"Wells, H. G.",The food of the gods and ,teamblack | anatscifi | locscifi
10835,1946,1946,1909,1946,f,us,14.09675398,0.000519744,0,1,"Welty, Eudora,",Delta Wedding,teamblack | chirandom
11896,1949,1949,1878,1949,f,uk,11.8412171,0.001457492,0,1,"Wentworth, Patricia,",The Catherine-wheel,teamred | chirandom
11932,1950,1950,1878,1950,f,uk,11.72911633,0.003772316,0,1,"Wentworth, Patricia,",Through the wall,teamblack | chirandom | chimyst
23537,1970,1970,1912,1970,m,au,12.6994451,0.004121651,0,1,"White, Patrick,",The vivisector,teamred | chirandom
10922,1948,1948,1897,1948,m,us,11.70291485,0.304587932,0,1,"Wilder, Thornton,",The ides of March,teamred | chirandom
nyp.33433075768253,1826,1826,1785,1826,m,uk,27.57831628,0.69257625,0,1,"Wilkins, George,",The convert,teamblack | random
11349,1931,1931,1886,1931,m,uk,13.7856673,0.848852953,0,1,"Williams, Charles,",Many dimensions,teamblack | chirandom
22803,1987,1987,1953,1987,m,us,11.77390769,0.997740487,1,1,"Williams, Walter Jon,",Voice of the whirlwind,teamblack | chiscifi | chirandom
10923,1948,1948,1908,1948,m,us,12.44507791,0.996726019,1,1,"Williamson, Jack,",Darker than you think,teamblack | chifantasy | chihorror | chiscifi
25357,1992,1992,1945,1992,f,us,12.25305444,0.134520883,0,1,"Willis, Connie,",Doomsday book,chirandom
25530,1994,1994,1957,1994,m,us,13.40943803,0.966818515,1,1,"Wolverton, Dave,",The courtship of Princess Leia,chiscifi
11030,1927,1927,1882,1927,f,uk,17.36976241,0.04353576,0,1,"Woolf, Virginia,",To the lighthouse,teamblack | chirandom
11242,1928,1928,1874,1928,m,uk,12.89773628,0.901398257,1,1,"Wright, S. Fowler,",The island of Captain Spa,chiscifi | chifantasy | teamred
11591,1938,1938,1874,1938,m,uk,15.55088084,0.998355409,1,1,"Wright, S. Fowler,",The adventure of Wyndham ,stew | chiutopia | teamblack | chiscifi | chirandom
11900,1949,1949,1874,1949,m,uk,16.46457573,0.999555703,1,1,"Wright, S. Fowler,",The Amphibians,chiscifi | teamred
20041,1951,1951,1902,1951,m,us,13.03030679,0.968903983,1,1,"Wylie, Philip,",The disappearance,chiscifi | teamred | stew
10968,1949,1949,1896,1949,m,us,12.76713145,0.999789006,1,1,"Zagat, Arthur Leo,",Seven out of time,teamblack | chiscifi
24800,1998,1998,1951,1998,m,us,12.69698063,0.991431998,1,1,"Zahn, Timothy,",Vision of the future,chiscifi
21685,1979,1979,1945,1979,m,us,13.08749626,0.999992715,1,1,"Zebrowski, George,",Macrolife,chiscifi | teamred | stew
20723,1966,1966,1937,1966,m,us,11.91299456,0.69133853,1,1,"Zelazny, Roger,",This immortal,teamblack | chifantasy | chiscifi
