volid,dateused,pubdate,birthdate,firstpub,gender,nation,allwords,logistic,realclass,trainflag,author,title,genretags
nyp.33433074870282,1907,1907,1861,1907,m,uk,14.56942294,0.000304192,0,1,"Hewlett, Maurice,",The stooping lady,teamred | random
nyp.33433074897426,1896,1913,1864,1896,m,uk,15.67174181,0.000693383,0,1,"Merrick, Leonard,",This stage of fools,teamred | random
nyp.33433074926712,1920,1920,1867,1920,m,uk,15.07488882,0.000458328,0,1,"Benson, E. F.","""Queen Lucia""",teamred | random
nyp.33433075737753,1890,1891,1848,1890,m,ah,14.12496826,0.000676581,0,1,"Franzos, Karl Emil,",Judith Trachtenberg,teamred | random
nyp.33433075818611,1876,1878,1842,1876,f,fr,15.91589514,0.000599943,0,1,"Gr?ville, Henry,",Marrying off a daughter,teamred | random
nyp.33433075843544,1892,1892,1833,1892,m,fr,16.58579126,2.55E-05,0,1,"Theuriet, Andr?,",A young man of the period,teamred | random
nyp.33433076060874,1865,1865,1801,1865,m,us,17.62134938,0.007620991,0,1,"Murdoch, David.",The Royalist's daughter a,teamred | random
uc1.31822033251729,1922,1922,1883,1922,m,au,16.07876655,5.95E-05,0,1,"Forrest, Michael D",Father Justin,teamred | random
uc2.ark+=13960=t1dj5cf2j,1886,1920,1853,1886,m,fr,14.89610902,0.004560369,0,1,"Lema?tre, Jules,",Serenus and other stories,teamred | random
uc2.ark+=13960=t3xs5jt7k,1911,1911,1859,1911,m,us,14.58682532,0.209512497,0,1,"Lummis, Charles Fletcher,",The gold fish of Gran Chi,teamred | random
uc2.ark+=13960=t4bn9zk9h,1887,1888,1847,1887,m,us,13.12367836,0.003580184,0,1,"Fawcett, Edgar,",Olivia Delaplaine,teamred | random
uc2.ark+=13960=t53f4sg3b,1875,1875,1811,1875,m,fr,15.88925258,0.116928118,0,1,"Walraven, E. G.","The two orphans, or, The ",teamred | random
uc2.ark+=13960=t5v69m62h,1911,1911,1870,1911,m,nz,15.91018,0.001121189,0,1,"Cowan, James,",The adventures of Kimble ,teamred | random
uc2.ark+=13960=t7tm74c51,1904,1904,1870,1904,m,us,15.85861563,0.415804589,0,1,"Orcutt, William Dana,",Robert Cavelier,teamred | random
uiuo.ark+=13960=t0ft97228,1876,1876,1830,1876,m,uk,15.01046194,0.000533388,0,1,"Robinson, Frederick Willi",As long as she lived,teamred | random
uiuo.ark+=13960=t9474zg09,1883,1883,1829,1883,m,uk,19.40058606,0.004829013,0,1,"Oliphant, Laurence,",Altiora Peto,teamred | random
uva.x000676502,1899,1899,1846,1899,m,us,11.55711277,0.002140442,0,1,"Thornton, Marcellus Eugen","My ""budie"" and I",teamred | random
hvd.32044014279723,1827,1828,1807,1827,f,uk,21.55673452,0.986780627,1,1,"Loudon, Jane",The mummy!,teamred | stew | femscifi
mdp.39015010330341,1877,1877,1822,1877,f,uk,19.07064931,0.999999994,1,1,"Cobbe, Frances Power,",The age of science,teamred | stew | femscifi
nyp.33433074864889,1888,1888,1836,1888,m,uk,15.77742384,0.01705533,0,1,"Goodman, E. J.",Too curious,teamred | supernatural | random
